Response via Email?,Notes,Parish Name,Address,City,State,Zip,Secretary/receptionist email,Bulletin publishing email,Phone #,Youth Minister Name,Youth Minister E-mail,Contacted (Y/N) contacted by (initials),Have they responded back? (Y/N),Are they putting it in their bulletin,Posting it on their website?,Does the youth minister know about Connect?,Other Notes
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,